,step,infected_agents,exposed_agents,recovered_agents,dead_agents,asympt_agents
,235,8,0,0,0,8
,236,8,0,0,0,8
,237,8,0,0,0,8
,238,8,0,0,0,8
,239,8,0,0,0,8
,240,8,0,0,0,8
,241,8,0,0,0,8
,242,8,0,0,0,8
,243,8,0,0,0,8
,244,8,0,0,0,8
,245,8,0,0,0,8
,246,8,0,0,0,8
,247,8,0,0,0,8
,248,8,0,0,0,8
,249,8,0,0,0,8
,250,8,0,0,0,8
,251,8,0,0,0,8
,252,8,0,0,0,8
,253,8,0,0,0,8
,254,8,0,0,0,8
,255,8,0,0,0,8
,256,8,0,0,0,8
,257,8,0,0,0,8
,258,8,0,0,0,8
,259,8,0,0,0,8
,260,8,0,0,0,8
,261,8,0,0,0,8
,262,8,0,0,0,8
,263,8,0,0,0,8
,264,8,0,0,0,8
,265,8,0,0,0,8
,266,8,0,0,0,8
,267,8,0,0,0,8
,268,8,0,0,0,8
,269,8,0,0,0,8
,270,8,0,0,0,8
,271,8,0,0,0,8
,272,8,0,0,0,8
,273,8,0,0,0,8
,274,8,0,0,0,8
,275,8,0,0,0,8
,276,8,0,0,0,8
,277,8,0,0,0,8
,278,8,0,0,0,8
,279,8,0,0,0,8
,280,8,0,0,0,8
,281,8,0,0,0,8
,282,8,0,0,0,8
,283,8,0,0,0,8
,284,8,0,0,0,8
,285,8,0,0,0,8
,286,8,0,0,0,8
,287,8,0,0,0,8
,288,8,0,0,0,8
,289,8,0,0,0,8
,290,8,0,0,0,8
,291,8,0,0,0,8
,292,8,0,0,0,8
,293,8,0,0,0,8
,294,8,0,0,0,8
,295,8,0,0,0,8
,296,8,0,0,0,8
,297,8,0,0,0,8
,298,8,0,0,0,8
,299,8,0,0,0,8
,300,8,0,0,0,8
,301,8,0,0,0,8
,302,8,0,0,0,8
,303,8,0,0,0,8
,304,8,0,0,0,8
,305,8,0,0,0,8
,306,8,0,0,0,8
,307,8,0,0,0,8
,308,8,0,0,0,8
,309,8,0,0,0,8
,310,8,0,0,0,8
,311,8,0,0,0,8
,312,8,0,0,0,8
,313,8,0,0,0,8
,314,8,0,0,0,8
,315,8,0,0,0,8
,316,8,0,0,0,8
,317,8,0,0,0,8
,318,8,0,0,0,8
,319,8,0,0,0,8
,320,8,0,0,0,8
,321,8,0,0,0,8
,322,8,0,0,0,8
,323,8,0,0,0,8
,324,8,0,0,0,8
,325,8,0,0,0,8
,326,8,0,0,0,8
,327,8,0,0,0,8
,328,8,0,0,0,8
,329,8,0,0,0,8
,330,8,0,0,0,8
,331,8,0,0,0,8
,332,8,0,0,0,8
,333,8,0,0,0,8
,334,8,0,0,0,8
,335,8,0,0,0,8
,336,8,0,0,0,8
,337,8,0,0,0,8
,338,8,0,0,0,8
,339,8,0,0,0,8
,340,8,0,0,0,8
,341,8,0,0,0,8
,342,8,0,0,0,8
,343,8,0,0,0,8
,344,8,0,0,0,8
,345,8,0,0,0,8
,346,8,0,0,0,8
,347,8,0,0,0,8
,348,8,0,0,0,8
,349,8,0,0,0,8
,350,8,0,0,0,8
,351,8,0,0,0,8
,352,8,0,0,0,8
,353,8,0,0,0,8
,354,8,0,0,0,8
,355,8,0,0,0,8
,356,8,0,0,0,8
,357,8,0,0,0,8
,358,8,0,0,0,8
,359,8,0,0,0,8
,360,8,0,0,0,8
,361,8,0,0,0,8
,362,8,0,0,0,8
,363,8,0,0,0,8
,364,8,0,0,0,8
,365,8,0,0,0,8
,366,8,0,0,0,8
,367,8,0,0,0,8
,368,8,0,0,0,8
,369,8,0,0,0,8
,370,8,0,0,0,8
,371,8,0,0,0,8
,372,8,0,0,0,8
,373,8,0,0,0,8
,374,8,0,0,0,8
,375,8,0,0,0,8
,376,8,0,0,0,8
,377,8,0,0,0,8
,378,8,0,0,0,8
,379,8,0,0,0,8
,380,8,0,0,0,8
,381,8,0,0,0,8
,382,8,0,0,0,8
,383,8,0,0,0,8
,384,8,0,0,0,8
,385,8,0,0,0,8
,386,8,0,0,0,8
,387,8,0,0,0,8
,388,8,0,0,0,8
,389,8,0,0,0,8
,390,8,0,0,0,8
,391,8,0,0,0,8
,392,8,0,0,0,8
,393,8,0,0,0,8
,394,8,0,0,0,8
,395,8,0,0,0,8
,396,8,0,0,0,8
,397,8,0,0,0,8
,398,8,0,0,0,8
,399,8,0,0,0,8
,400,8,0,0,0,8
,401,8,0,0,0,8
,402,8,0,0,0,8
,403,8,0,0,0,8
,404,8,0,0,0,8
,405,8,0,0,0,8
,406,8,0,0,0,8
,407,8,0,0,0,8
,408,8,0,0,0,8
,409,8,0,0,0,8
,410,8,0,0,0,8
,411,8,0,0,0,8
,412,8,0,0,0,8
,413,8,0,0,0,8
,414,8,0,0,0,8
,415,8,0,0,0,8
,416,8,0,0,0,8
,417,8,0,0,0,8
,418,8,0,0,0,8
,419,8,0,0,0,8
,420,8,0,0,0,8
,421,8,0,0,0,8
,422,8,0,0,0,8
,423,8,0,0,0,8
,424,8,0,0,0,8
,425,8,0,0,0,8
,426,8,0,0,0,8
,427,8,0,0,0,8
,428,8,0,0,0,8
,429,8,0,0,0,8
,430,8,0,0,0,8
,431,8,0,0,0,8
,432,8,0,0,0,8
,433,8,0,0,0,8
,434,8,0,0,0,8
,435,8,0,0,0,8
,436,8,0,0,0,8
,437,8,0,0,0,8
,438,8,0,0,0,8
,439,8,0,0,0,8
,440,8,0,0,0,8
,441,8,0,0,0,8
,442,8,0,0,0,8
,443,8,0,0,0,8
,444,8,0,0,0,8
,445,8,0,0,0,8
,446,8,0,0,0,8
,447,8,0,0,0,8
,448,8,0,0,0,8
,449,8,0,0,0,8
,450,8,0,0,0,8
,451,8,0,0,0,8
,452,8,0,0,0,8
,453,8,0,0,0,8
,454,8,0,0,0,8
,455,8,0,0,0,8
,456,8,0,0,0,8
,457,8,0,0,0,8
,458,8,0,0,0,8
,459,8,0,0,0,8
,460,8,0,0,0,8
,461,8,0,0,0,8
,462,8,0,0,0,8
,463,8,0,0,0,8
,464,8,0,0,0,8
,465,8,0,0,0,8
,466,8,0,0,0,8
,467,8,0,0,0,8
,468,8,0,0,0,8
,469,8,0,0,0,8
,470,8,0,0,0,8
,471,8,0,0,0,8
,472,8,0,0,0,8
,473,8,0,0,0,8
,474,8,0,0,0,8
,475,8,0,0,0,8
,476,8,0,0,0,8
,477,8,0,0,0,8
,478,8,0,0,0,8
,479,8,0,0,0,8
,480,8,0,0,0,8
,481,8,0,0,0,8
,482,8,0,0,0,8
,483,8,0,0,0,8
,484,8,0,0,0,8
,485,8,0,0,0,8
,486,8,0,0,0,8
,487,8,0,0,0,8
,488,8,0,0,0,8
,489,8,0,0,0,8
,490,8,0,0,0,8
,491,8,0,0,0,8
,492,8,0,0,0,8
,493,8,0,0,0,8
,494,8,0,0,0,8
,495,8,0,0,0,8
,496,8,0,0,0,8
,497,8,0,0,0,8
,498,8,0,0,0,8
,499,8,0,0,0,8
,500,8,0,0,0,8
,501,10,0,0,0,10
,502,10,0,0,0,10
,503,10,0,0,0,10
,504,10,0,0,0,10
,505,10,0,0,0,10
,506,10,0,0,0,10
,507,10,0,0,0,10
,508,10,0,0,0,10
,509,10,0,0,0,10
,510,10,0,0,0,10
,511,10,0,0,0,10
,512,10,0,0,0,10
,513,10,0,0,0,10
,514,10,0,0,0,10
,515,10,0,0,0,10
,516,10,0,0,0,10
,517,10,0,0,0,10
,518,10,0,0,0,10
,519,10,0,0,0,10
,520,10,0,0,0,10
,521,10,0,0,0,10
,522,10,0,0,0,10
,523,10,0,0,0,10
,524,10,0,0,0,10
,525,10,0,0,0,10
,526,10,0,0,0,10
,527,10,0,0,0,10
,528,10,0,0,0,10
,529,10,0,0,0,10
,530,10,0,0,0,10
,531,10,0,0,0,10
,532,10,0,0,0,10
,533,10,0,0,0,10
,534,10,0,0,0,10
,535,10,0,0,0,10
,536,10,0,0,0,10
,537,10,0,0,0,10
,538,10,0,0,0,10
,539,10,0,0,0,10
,540,10,0,0,0,10
,541,10,0,0,0,10
,542,10,0,0,0,10
,543,10,0,0,0,10
,544,10,0,0,0,10
,545,10,0,0,0,10
,546,10,0,0,0,10
,547,10,0,0,0,10
,548,10,0,0,0,10
,549,10,0,0,0,10
,550,10,0,0,0,10
,551,10,0,0,0,10
,552,10,0,0,0,10
,553,10,0,0,0,10
,554,10,0,0,0,10
,555,10,0,0,0,10
,556,10,0,0,0,10
,557,10,0,0,0,10
,558,10,0,0,0,10
,559,10,0,0,0,10
,560,10,0,0,0,10
,561,10,0,0,0,10
,562,10,0,0,0,10
,563,10,0,0,0,10
,564,10,0,0,0,10
,565,10,0,0,0,10
,566,10,0,0,0,10
,567,10,0,0,0,10
,568,10,0,0,0,10
,569,10,0,0,0,10
,570,10,0,0,0,10
,571,10,0,0,0,10
,572,10,0,0,0,10
,573,10,0,0,0,10
,574,10,0,0,0,10
,575,10,0,0,0,10
,576,10,0,0,0,10
,577,10,0,0,0,10
,578,10,0,0,0,10
,579,10,0,0,0,10
,580,10,0,0,0,10
,581,10,0,0,0,10
,582,10,0,0,0,10
,583,10,0,0,0,10
,584,10,0,0,0,10
,585,10,0,0,0,10
,586,10,0,0,0,10
,587,10,0,0,0,10
,588,10,0,0,0,10
,589,10,0,0,0,10
,590,10,0,0,0,10
,591,10,0,0,0,10
,592,10,0,0,0,10
,593,10,0,0,0,10
,594,10,0,0,0,10
,595,10,0,0,0,10
,596,10,0,0,0,10
,597,10,0,0,0,10
,598,10,0,0,0,10
,599,10,0,0,0,10
,600,10,0,0,0,10
,601,10,0,0,0,10
,602,10,0,0,0,10
,603,10,0,0,0,10
,604,10,0,0,0,10
,605,10,0,0,0,10
,606,10,0,0,0,10
,607,10,0,0,0,10
,608,10,0,0,0,10
,609,10,0,0,0,10
,610,10,0,0,0,10
,611,10,0,0,0,10
,612,10,0,0,0,10
,613,10,0,0,0,10
,614,10,0,0,0,10
,615,10,0,0,0,10
,616,10,0,0,0,10
,617,10,0,0,0,10
,618,10,0,0,0,10
,619,10,0,0,0,10
,620,10,0,0,0,10
,621,10,0,0,0,10
,622,10,0,0,0,10
,623,10,0,0,0,10
,624,10,0,0,0,10
,625,10,0,0,0,10
,626,10,0,0,0,10
,627,10,0,0,0,10
,628,10,0,0,0,10
,629,10,0,0,0,10
,630,10,0,0,0,10
,631,10,0,0,0,10
,632,10,0,0,0,10
,633,10,0,0,0,10
,634,10,0,0,0,10
,635,10,0,0,0,10
,636,10,0,0,0,10
,637,10,0,0,0,10
,638,10,0,0,0,10
,639,10,0,0,0,10
,640,10,0,0,0,10
,641,10,0,0,0,10
,642,10,0,0,0,10
,643,10,0,0,0,10
,644,10,0,0,0,10
,645,10,0,0,0,10
,646,10,0,0,0,10
,647,10,0,0,0,10
,648,10,0,0,0,10
,649,10,0,0,0,10
,650,10,0,0,0,10
,651,10,0,0,0,10
,652,10,0,0,0,10
,653,10,0,0,0,10
,654,10,0,0,0,10
,655,10,0,0,0,10
,656,10,0,0,0,10
,657,10,0,0,0,10
,658,10,0,0,0,10
,659,10,0,0,0,10
,660,10,0,0,0,10
,661,10,0,0,0,10
,662,10,0,0,0,10
,663,10,0,0,0,10
,664,10,0,0,0,10
,665,10,0,0,0,10
,666,10,0,0,0,10
,667,10,0,0,0,10
,668,10,0,0,0,10
,669,10,0,0,0,10
,670,10,0,0,0,10
,671,10,0,0,0,10
,672,10,0,0,0,10
,673,10,0,0,0,10
,674,10,0,0,0,10
,675,10,0,0,0,10
,676,10,0,0,0,10
,677,10,0,0,0,10
,678,10,0,0,0,10
,679,10,0,0,0,10
,680,10,0,0,0,10
,681,10,0,0,0,10
,682,10,0,0,0,10
,683,10,0,0,0,10
,684,10,0,0,0,10
,685,10,0,0,0,10
,686,10,0,0,0,10
,687,10,0,0,0,10
,688,10,0,0,0,10
,689,10,0,0,0,10
,690,10,0,0,0,10
,691,10,0,0,0,10
,692,10,0,0,0,10
,693,10,0,0,0,10
,694,10,0,0,0,10
,695,10,0,0,0,10
,696,10,0,0,0,10
,697,10,0,0,0,10
,698,10,0,0,0,10
,699,10,0,0,0,10
,700,10,0,0,0,10
,701,10,0,0,0,10
,702,10,0,0,0,10
,703,10,0,0,0,10
,704,10,0,0,0,10
,705,10,0,0,0,10
,706,10,0,0,0,10
,707,10,0,0,0,10
,708,10,0,0,0,10
,709,10,0,0,0,10
,710,10,0,0,0,10
,711,10,0,0,0,10
,712,10,0,0,0,10
,713,10,0,0,0,10
,714,10,0,0,0,10
,715,10,0,0,0,10
,716,10,0,0,0,10
,717,10,0,0,0,10
,718,10,0,0,0,10
,719,10,0,0,0,10
,720,10,0,0,0,10
,721,10,0,0,0,10
,722,10,0,0,0,10
,723,10,0,0,0,10
,724,10,0,0,0,10
,725,10,0,0,0,10
,726,10,0,0,0,10
,727,10,0,0,0,10
,728,10,0,0,0,10
,729,10,0,0,0,10
,730,10,0,0,0,10
,731,10,0,0,0,10
,732,10,0,0,0,10
,733,10,0,0,0,10
,734,10,0,0,0,10
,735,10,0,0,0,10
,736,10,0,0,0,10
,737,10,0,0,0,10
,738,10,0,0,0,10
,739,10,0,0,0,10
,740,10,0,0,0,10
,741,10,0,0,0,10
,742,10,0,0,0,10
,743,10,0,0,0,10
,744,10,0,0,0,10
,745,10,0,0,0,10
,746,10,0,0,0,10
,747,10,0,0,0,10
,748,10,0,0,0,10
,749,10,0,0,0,10
,750,10,0,0,0,10
,751,10,0,0,0,10
,752,10,0,0,0,10
,753,10,0,0,0,10
,754,10,0,0,0,10
,755,10,0,0,0,10
,756,10,0,0,0,10
,757,10,0,0,0,10
,758,10,0,0,0,10
,759,10,0,0,0,10
,760,10,0,0,0,10
,761,10,0,0,0,10
,762,10,0,0,0,10
,763,10,0,0,0,10
,764,10,0,0,0,10
,765,10,0,0,0,10
,766,10,0,0,0,10
,767,10,0,0,0,10
,768,10,0,0,0,10
,769,10,0,0,0,10
,770,10,0,0,0,10
,771,10,0,0,0,10
,772,10,0,0,0,10
,773,10,0,0,0,10
,774,10,0,0,0,10
,775,10,0,0,0,10
,776,10,0,0,0,10
,777,10,0,0,0,10
,778,10,0,0,0,10
,779,10,0,0,0,10
,780,10,0,0,0,10
,781,10,0,0,0,10
,782,10,0,0,0,10
,783,10,0,0,0,10
,784,10,0,0,0,10
,785,10,0,0,0,10
,786,10,0,0,0,10
,787,10,0,0,0,10
,788,10,0,0,0,10
,789,10,0,0,0,10
,790,10,0,0,0,10
,791,10,0,0,0,10
,792,10,0,0,0,10
,793,10,0,0,0,10
,794,10,0,0,0,10
,795,10,0,0,0,10
,796,10,0,0,0,10
,797,10,0,0,0,10
,798,10,0,0,0,10
,799,10,0,0,0,10
,800,10,0,0,0,10
,801,10,0,0,0,10
,802,10,0,0,0,10
,803,10,0,0,0,10
,804,10,0,0,0,10
,805,10,0,0,0,10
,806,10,0,0,0,10
,807,10,0,0,0,10
,808,10,0,0,0,10
,809,10,0,0,0,10
,810,10,0,0,0,10
,811,10,0,0,0,10
,812,10,0,0,0,10
,813,10,0,0,0,10
,814,10,0,0,0,10
,815,10,0,0,0,10
,816,10,0,0,0,10
,817,10,0,0,0,10
,818,10,0,0,0,10
,819,10,0,0,0,10
,820,10,0,0,0,10
,821,10,0,0,0,10
,822,10,0,0,0,10
,823,10,0,0,0,10
,824,10,0,0,0,10
,825,10,0,0,0,10
,826,10,0,0,0,10
,827,10,0,0,0,10
,828,10,0,0,0,10
,829,10,0,0,0,10
,830,10,0,0,0,10
,831,10,0,0,0,10
,832,10,0,0,0,10
,833,10,0,0,0,10
,834,10,0,0,0,10
,835,10,0,0,0,10
,836,10,0,0,0,10
,837,10,0,0,0,10
,838,10,0,0,0,10
,839,10,0,0,0,10
,840,10,0,0,0,10
,841,10,0,0,0,10
,842,10,0,0,0,10
,843,10,0,0,0,10
,844,10,0,0,0,10
,845,10,0,0,0,10
,846,10,0,0,0,10
,847,10,0,0,0,10
,848,10,0,0,0,10
,849,10,0,0,0,10
,850,10,0,0,0,10
,851,10,0,0,0,10
,852,10,0,0,0,10
,853,10,0,0,0,10
,854,10,0,0,0,10
,855,10,0,0,0,10
,856,10,0,0,0,10
,857,10,0,0,0,10
,858,10,0,0,0,10
,859,10,0,0,0,10
,860,10,0,0,0,10
,861,10,0,0,0,10
,862,10,0,0,0,10
,863,10,0,0,0,10
,864,10,0,0,0,10
,865,10,0,0,0,10
,866,10,0,0,0,10
,867,10,0,0,0,10
,868,10,0,0,0,10
,869,10,0,0,0,10
,870,10,0,0,0,10
,871,10,0,0,0,10
,872,10,0,0,0,10
,873,10,0,0,0,10
,874,10,0,0,0,10
,875,10,0,0,0,10
,876,10,0,0,0,10
,877,10,0,0,0,10
,878,10,0,0,0,10
,879,10,0,0,0,10
,880,10,0,0,0,10
,881,10,0,0,0,10
,882,10,0,0,0,10
,883,10,0,0,0,10
,884,10,0,0,0,10
,885,10,0,0,0,10
,886,10,0,0,0,10
,887,10,0,0,0,10
,888,10,0,0,0,10
,889,10,0,0,0,10
,890,10,0,0,0,10
,891,10,0,0,0,10
,892,10,0,0,0,10
,893,10,0,0,0,10
,894,10,0,0,0,10
,895,10,0,0,0,10
,896,10,0,0,0,10
,897,10,0,0,0,10
,898,10,0,0,0,10
,899,10,0,0,0,10
,900,10,0,0,0,10
,901,10,0,0,0,10
,902,10,0,0,0,10
,903,10,0,0,0,10
,904,10,0,0,0,10
,905,10,0,0,0,10
,906,10,0,0,0,10
,907,10,0,0,0,10
,908,10,0,0,0,10
,909,10,0,0,0,10
,910,10,0,0,0,10
,911,10,0,0,0,10
,912,10,0,0,0,10
,913,10,0,0,0,10
,914,10,0,0,0,10
,915,10,0,0,0,10
,916,10,0,0,0,10
,917,10,0,0,0,10
,918,10,0,0,0,10
,919,10,0,0,0,10
,920,10,0,0,0,10
,921,10,0,0,0,10
,922,10,0,0,0,10
,923,10,0,0,0,10
,924,10,0,0,0,10
,925,10,0,0,0,10
,926,10,0,0,0,10
,927,10,0,0,0,10
,928,10,0,0,0,10
,929,10,0,0,0,10
,930,10,0,0,0,10
,931,10,0,0,0,10
,932,10,0,0,0,10
,933,10,0,0,0,10
,934,10,0,0,0,10
,935,10,0,0,0,10
,936,10,0,0,0,10
,937,10,0,0,0,10
,938,10,0,0,0,10
,939,10,0,0,0,10
,940,10,0,0,0,10
,941,10,0,0,0,10
,942,10,0,0,0,10
,943,10,0,0,0,10
,944,10,0,0,0,10
,945,10,0,0,0,10
,946,10,0,0,0,10
,947,10,0,0,0,10
,948,10,0,0,0,10
,949,10,0,0,0,10
,950,10,0,0,0,10
,951,10,0,0,0,10
,952,10,0,0,0,10
,953,10,0,0,0,10
,954,10,0,0,0,10
,955,10,0,0,0,10
,956,10,0,0,0,10
,957,10,0,0,0,10
,958,10,0,0,0,10
,959,10,0,0,0,10
,960,10,0,0,0,10
,961,10,0,0,0,10
,962,10,0,0,0,10
,963,10,0,0,0,10
,964,10,0,0,0,10
,965,10,0,0,0,10
,966,10,0,0,0,10
,967,10,0,0,0,10
,968,10,0,0,0,10
,969,10,0,0,0,10
,970,10,0,0,0,10
,971,10,0,0,0,10
,972,10,0,0,0,10
,973,10,0,0,0,10
,974,10,0,0,0,10
,975,10,0,0,0,10
,976,10,0,0,0,10
,977,10,0,0,0,10
,978,10,0,0,0,10
,979,10,0,0,0,10
,980,10,0,0,0,10
,981,10,0,0,0,10
,982,10,0,0,0,10
,983,10,0,0,0,10
,984,10,0,0,0,10
,985,10,0,0,0,10
,986,10,0,0,0,10
,987,10,0,0,0,10
,988,10,0,0,0,10
,989,10,0,0,0,10
,990,10,0,0,0,10
,991,10,0,0,0,10
,992,10,0,0,0,10
,993,10,0,0,0,10
,994,10,0,0,0,10
,995,10,0,0,0,10
,996,10,0,0,0,10
,997,10,0,0,0,10
,998,10,0,0,0,10
,999,10,0,0,0,10
,1000,10,0,0,0,10
,1001,11,0,0,0,11
,1002,11,0,0,0,11
,1003,11,0,0,0,11
,1004,11,0,0,0,11
,1005,11,0,0,0,11
,1006,11,0,0,0,11
,1007,11,0,0,0,11
,1008,11,0,0,0,11
,1009,11,0,0,0,11
,1010,11,0,0,0,11
,1011,11,0,0,0,11
,1012,11,0,0,0,11
,1013,11,0,0,0,11
,1014,11,0,0,0,11
,1015,11,0,0,0,11
,1016,11,0,0,0,11
,1017,11,0,0,0,11
,1018,11,0,0,0,11
,1019,11,0,0,0,11
,1020,11,0,0,0,11
,1021,11,0,0,0,11
,1022,11,0,0,0,11
,1023,11,0,0,0,11
,1024,11,0,0,0,11
,1025,11,0,0,0,11
,1026,11,0,0,0,11
,1027,11,0,0,0,11
,1028,11,0,0,0,11
,1029,11,0,0,0,11
,1030,11,0,0,0,11
,1031,11,0,0,0,11
,1032,11,0,0,0,11
,1033,11,0,0,0,11
,1034,11,0,0,0,11
,1035,11,0,0,0,11
,1036,11,0,0,0,11
,1037,11,0,0,0,11
,1038,11,0,0,0,11
,1039,11,0,0,0,11
,1040,11,0,0,0,11
,1041,11,0,0,0,11
,1042,11,0,0,0,11
,1043,11,0,0,0,11
,1044,11,0,0,0,11
,1045,11,0,0,0,11
,1046,11,0,0,0,11
,1047,11,0,0,0,11
,1048,11,0,0,0,11
,1049,11,0,0,0,11
,1050,11,0,0,0,11
,1051,11,0,0,0,11
,1052,11,0,0,0,11
,1053,11,0,0,0,11
,1054,11,0,0,0,11
,1055,11,0,0,0,11
,1056,11,0,0,0,11
,1057,11,0,0,0,11
,1058,11,0,0,0,11
,1059,11,0,0,0,11
,1060,11,0,0,0,11
,1061,11,0,0,0,11
,1062,11,0,0,0,11
,1063,11,0,0,0,11
,1064,11,0,0,0,11
,1065,11,0,0,0,11
